#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAM12	COL3A1	9606.ENSP00000357668	9606.ENSP00000304408	0	0	0	0	0.162	0	0	0.330	0.415
ADAM12	MMP1	9606.ENSP00000357668	9606.ENSP00000322788	0	0	0	0	0.097	0	0	0.546	0.573
ADAM12	FBN1	9606.ENSP00000357668	9606.ENSP00000325527	0	0	0	0	0.213	0.045	0	0.321	0.445
ADAM12	COL10A1	9606.ENSP00000357668	9606.ENSP00000327368	0	0	0	0	0.121	0	0	0.540	0.578
ADAM12	FN1	9606.ENSP00000357668	9606.ENSP00000346839	0	0	0	0	0.128	0	0	0.632	0.665
ADAM12	MYOF	9606.ENSP00000357668	9606.ENSP00000352208	0	0	0	0	0.106	0	0	0.431	0.469
ADAM12	SERPINH1	9606.ENSP00000357668	9606.ENSP00000434412	0	0	0	0	0.083	0	0	0.373	0.400
ADAM12	COL5A1	9606.ENSP00000357668	9606.ENSP00000360882	0	0	0	0	0.246	0	0	0.383	0.515
ADAM12	IGFBP3	9606.ENSP00000357668	9606.ENSP00000370473	0	0	0	0	0.110	0.510	0	0.307	0.671
ADAM9	COL1A1	9606.ENSP00000419446	9606.ENSP00000225964	0	0	0	0	0.067	0	0	0.476	0.491
ADAM9	HBEGF	9606.ENSP00000419446	9606.ENSP00000230990	0	0	0	0	0.067	0	0	0.505	0.518
ADAM9	TIMP3	9606.ENSP00000419446	9606.ENSP00000266085	0	0	0	0	0.085	0	0	0.541	0.562
ADAM9	CTSB	9606.ENSP00000419446	9606.ENSP00000345672	0	0	0	0	0.092	0	0	0.515	0.541
ADAMTS2	DCN	9606.ENSP00000251582	9606.ENSP00000052754	0	0	0	0	0.234	0	0	0.310	0.449
ADAMTS2	TIMP1	9606.ENSP00000251582	9606.ENSP00000218388	0	0	0	0	0.110	0	0	0.358	0.405
ADAMTS2	COMP	9606.ENSP00000251582	9606.ENSP00000222271	0	0	0	0	0.153	0.046	0	0.358	0.436
ADAMTS2	PCOLCE	9606.ENSP00000251582	9606.ENSP00000223061	0	0	0	0	0.275	0	0	0.389	0.539
ADAMTS2	COL1A1	9606.ENSP00000251582	9606.ENSP00000225964	0	0	0	0	0.308	0.091	0.400	0.850	0.936
ADAMTS2	LOX	9606.ENSP00000251582	9606.ENSP00000231004	0	0	0	0	0.277	0.071	0	0.657	0.750
ADAMTS2	SPARC	9606.ENSP00000251582	9606.ENSP00000231061	0	0	0	0	0.272	0	0	0.233	0.418
ADAMTS2	CCN4	9606.ENSP00000251582	9606.ENSP00000250160	0	0	0	0	0.415	0	0	0.143	0.477
ADAMTS2	OLFML2B	9606.ENSP00000251582	9606.ENSP00000356917	0	0	0	0	0.206	0	0	0.343	0.457
ADAMTS2	LUM	9606.ENSP00000251582	9606.ENSP00000266718	0	0	0	0	0.212	0	0	0.362	0.476
ADAMTS2	COL4A1	9606.ENSP00000251582	9606.ENSP00000364979	0	0	0	0	0.172	0.072	0	0.379	0.481
ADAMTS2	COL6A3	9606.ENSP00000251582	9606.ENSP00000295550	0	0	0	0	0.194	0.091	0	0.356	0.487
ADAMTS2	COL4A2	9606.ENSP00000251582	9606.ENSP00000353654	0	0	0	0	0.175	0.072	0	0.384	0.488
ADAMTS2	MFAP5	9606.ENSP00000251582	9606.ENSP00000352455	0	0	0	0	0.260	0	0	0.350	0.498
ADAMTS2	COL14A1	9606.ENSP00000251582	9606.ENSP00000297848	0	0	0	0	0.144	0.072	0	0.452	0.527
ADAMTS2	COL6A2	9606.ENSP00000251582	9606.ENSP00000300527	0	0	0	0	0.295	0.068	0	0.376	0.554
ADAMTS2	LOXL1	9606.ENSP00000251582	9606.ENSP00000261921	0	0	0	0	0.326	0.067	0	0.368	0.568
ADAMTS2	FN1	9606.ENSP00000251582	9606.ENSP00000346839	0	0	0	0	0.097	0.045	0	0.563	0.590
ADAMTS2	COL8A1	9606.ENSP00000251582	9606.ENSP00000261037	0	0	0	0	0.164	0.072	0	0.520	0.595
ADAMTS2	COL10A1	9606.ENSP00000251582	9606.ENSP00000327368	0	0	0	0	0.130	0.072	0	0.563	0.616
ADAMTS2	SERPINH1	9606.ENSP00000251582	9606.ENSP00000434412	0	0	0	0	0.132	0	0	0.579	0.619
ADAMTS2	TIMP3	9606.ENSP00000251582	9606.ENSP00000266085	0	0	0	0	0.102	0	0	0.613	0.638
ADAMTS2	BGN	9606.ENSP00000251582	9606.ENSP00000327336	0	0	0	0	0.226	0	0	0.588	0.667
ADAMTS2	FBN1	9606.ENSP00000251582	9606.ENSP00000325527	0	0	0	0	0.295	0.046	0	0.639	0.736
ADAMTS2	COL5A1	9606.ENSP00000251582	9606.ENSP00000360882	0	0	0	0	0.322	0.091	0.400	0.585	0.826
ADAMTS2	COL3A1	9606.ENSP00000251582	9606.ENSP00000304408	0	0	0	0	0.276	0.091	0.400	0.757	0.891
ADAMTS2	COL1A2	9606.ENSP00000251582	9606.ENSP00000297268	0	0	0	0	0.290	0.125	0.400	0.873	0.946
AEBP1	PCOLCE	9606.ENSP00000223357	9606.ENSP00000223061	0	0	0	0	0.314	0	0	0.302	0.500
AEBP1	TAGLN	9606.ENSP00000223357	9606.ENSP00000376678	0	0	0	0	0.159	0	0	0.317	0.401
AEBP1	ANTXR1	9606.ENSP00000223357	9606.ENSP00000301945	0	0	0	0	0.149	0	0	0.326	0.403
AEBP1	PDGFRB	9606.ENSP00000223357	9606.ENSP00000261799	0	0	0	0	0.260	0	0	0.226	0.403
AEBP1	EDNRA	9606.ENSP00000223357	9606.ENSP00000315011	0	0	0	0	0.154	0	0	0.345	0.423
AEBP1	LUM	9606.ENSP00000223357	9606.ENSP00000266718	0	0	0	0	0.272	0.042	0	0.269	0.446
AEBP1	MXRA8	9606.ENSP00000223357	9606.ENSP00000399229	0	0	0	0	0.227	0	0	0.317	0.450
AEBP1	COL6A3	9606.ENSP00000223357	9606.ENSP00000295550	0	0	0	0	0.257	0	0	0.320	0.473
AEBP1	COL3A1	9606.ENSP00000223357	9606.ENSP00000304408	0	0	0	0	0.270	0	0	0.382	0.530
AEBP1	COL14A1	9606.ENSP00000223357	9606.ENSP00000297848	0	0	0	0	0.179	0	0	0.466	0.543
AEBP1	COL1A1	9606.ENSP00000223357	9606.ENSP00000225964	0	0	0	0	0.309	0	0	0.392	0.562
AEBP1	BGN	9606.ENSP00000223357	9606.ENSP00000327336	0	0	0	0	0.371	0.042	0	0.337	0.566
AEBP1	COL6A2	9606.ENSP00000223357	9606.ENSP00000300527	0	0	0	0	0.342	0	0	0.377	0.572
AEBP1	COL5A1	9606.ENSP00000223357	9606.ENSP00000360882	0	0	0	0	0.287	0	0	0.429	0.576
AEBP1	COL1A2	9606.ENSP00000223357	9606.ENSP00000297268	0	0	0	0	0.343	0	0	0.383	0.578
AEBP1	THBS2	9606.ENSP00000223357	9606.ENSP00000355751	0	0	0	0	0.360	0	0	0.393	0.595
AHR	ARNTL2	9606.ENSP00000242057	9606.ENSP00000266503	0	0	0	0.564	0.098	0.303	0.540	0.119	0.711
ALOX5AP	LOX	9606.ENSP00000479870	9606.ENSP00000231004	0	0	0	0	0.044	0	0	0.447	0.448
ALOX5AP	TNFAIP6	9606.ENSP00000479870	9606.ENSP00000243347	0	0	0	0	0.115	0	0	0.359	0.409
ALOX5AP	APOE	9606.ENSP00000479870	9606.ENSP00000252486	0	0	0	0	0.042	0	0	0.529	0.529
ALOX5AP	TLR2	9606.ENSP00000479870	9606.ENSP00000260010	0	0	0	0	0.308	0	0	0.201	0.423
ALOX5AP	F13A1	9606.ENSP00000479870	9606.ENSP00000264870	0	0	0	0	0.293	0	0	0.217	0.423
ALOX5AP	NCF2	9606.ENSP00000479870	9606.ENSP00000356505	0	0	0	0	0.382	0	0	0.166	0.463
ALOX5AP	MNDA	9606.ENSP00000479870	9606.ENSP00000357123	0	0	0	0	0.365	0	0	0.167	0.448
ALOX5AP	EPHX2	9606.ENSP00000479870	9606.ENSP00000430269	0	0	0	0	0	0	0	0.610	0.610
ALOX5AP	ITGAM	9606.ENSP00000479870	9606.ENSP00000496959	0	0	0	0	0.330	0	0	0.221	0.456
ANOS1	STS	9606.ENSP00000262648	9606.ENSP00000217961	0	0.026	0	0	0.072	0	0	0.746	0.754
ANOS1	FN1	9606.ENSP00000262648	9606.ENSP00000346839	0	0	0	0	0.043	0.292	0	0.307	0.489
ANTXR1	COL1A1	9606.ENSP00000301945	9606.ENSP00000225964	0	0	0	0	0.218	0.091	0	0.272	0.438
ANTXR1	HBEGF	9606.ENSP00000301945	9606.ENSP00000230990	0	0	0	0	0	0	0	0.463	0.463
ANTXR1	LOX	9606.ENSP00000301945	9606.ENSP00000231004	0	0	0	0	0.163	0.238	0	0.265	0.490
ANTXR1	DKK2	9606.ENSP00000301945	9606.ENSP00000285311	0	0	0	0	0.072	0.045	0	0.547	0.563
ANTXR1	COL6A3	9606.ENSP00000301945	9606.ENSP00000295550	0	0	0	0	0.143	0.091	0	0.421	0.509
ANTXR1	COL1A2	9606.ENSP00000301945	9606.ENSP00000297268	0	0	0	0	0.222	0.091	0	0.246	0.421
ANTXR1	COL6A2	9606.ENSP00000301945	9606.ENSP00000300527	0	0	0	0	0.181	0.091	0	0.266	0.406
ANTXR1	DKK1	9606.ENSP00000301945	9606.ENSP00000363081	0	0	0	0	0.106	0.045	0	0.388	0.431
ANTXR1	FBN1	9606.ENSP00000301945	9606.ENSP00000325527	0	0	0	0	0.267	0	0	0.266	0.439
ANTXR1	TAGLN	9606.ENSP00000301945	9606.ENSP00000376678	0	0	0	0	0.126	0.355	0	0.184	0.500
ANTXR1	BGN	9606.ENSP00000301945	9606.ENSP00000327336	0	0	0	0	0.139	0.099	0	0.446	0.533
ANTXR1	PLXDC1	9606.ENSP00000301945	9606.ENSP00000323927	0	0	0	0	0.044	0	0	0.544	0.545
ANTXR1	DUSP5	9606.ENSP00000301945	9606.ENSP00000358596	0	0	0	0	0	0.072	0	0.557	0.571
ANXA1	LGALS1	9606.ENSP00000366109	9606.ENSP00000215909	0	0	0	0	0.433	0	0	0.420	0.657
ANXA1	TIMP1	9606.ENSP00000366109	9606.ENSP00000218388	0	0	0	0	0.222	0	0	0.323	0.451
ANXA1	COL1A1	9606.ENSP00000366109	9606.ENSP00000225964	0	0	0	0	0.115	0.292	0	0.518	0.672
ANXA1	PXDN	9606.ENSP00000366109	9606.ENSP00000252804	0	0	0	0	0.055	0	0	0.424	0.433
ANXA1	LGALS3BP	9606.ENSP00000366109	9606.ENSP00000262776	0	0	0	0	0.068	0	0	0.460	0.476
ANXA1	CAPG	9606.ENSP00000366109	9606.ENSP00000263867	0	0.006	0	0	0.183	0	0	0.296	0.400
ANXA1	F13A1	9606.ENSP00000366109	9606.ENSP00000264870	0	0	0	0	0.129	0.063	0.400	0.200	0.555
ANXA1	LUM	9606.ENSP00000366109	9606.ENSP00000266718	0	0	0	0	0.316	0	0	0.394	0.568
ANXA1	S100A11	9606.ENSP00000366109	9606.ENSP00000271638	0	0	0	0	0.462	0.510	0	0.993	0.998
ANXA1	COL1A2	9606.ENSP00000366109	9606.ENSP00000297268	0	0	0	0	0.137	0	0.400	0.226	0.564
ANXA1	CXCL8	9606.ENSP00000366109	9606.ENSP00000306512	0	0	0	0	0.199	0	0.500	0.606	0.828
ANXA1	CRIP1	9606.ENSP00000366109	9606.ENSP00000332449	0	0	0	0	0.083	0	0	0.402	0.428
ANXA1	F3	9606.ENSP00000366109	9606.ENSP00000334145	0	0	0	0	0.076	0	0	0.541	0.557
ANXA1	FN1	9606.ENSP00000366109	9606.ENSP00000346839	0	0	0	0	0.122	0.072	0.400	0.627	0.793
ANXA1	MYOF	9606.ENSP00000366109	9606.ENSP00000352208	0	0	0	0	0.224	0.091	0	0.565	0.666
ANXA1	MSN	9606.ENSP00000366109	9606.ENSP00000353408	0	0	0	0	0.133	0	0	0.355	0.417
ANXA1	TGM2	9606.ENSP00000366109	9606.ENSP00000355330	0	0	0	0	0.093	0.087	0	0.592	0.632
ANXA1	RGS1	9606.ENSP00000366109	9606.ENSP00000356429	0	0	0	0	0.076	0.049	0.500	0.111	0.557
ANXA1	S100A4	9606.ENSP00000366109	9606.ENSP00000357704	0	0	0	0	0.597	0	0	0.628	0.844
ANXA1	S100A6	9606.ENSP00000366109	9606.ENSP00000357709	0	0	0	0	0.536	0.072	0	0.738	0.877
ANXA1	S100A10	9606.ENSP00000366109	9606.ENSP00000357801	0	0	0	0	0.661	0.101	0	0.930	0.977
ANXA1	TGFBI	9606.ENSP00000366109	9606.ENSP00000416330	0	0	0	0	0.215	0	0	0.326	0.448
ANXA1	RGS4	9606.ENSP00000366109	9606.ENSP00000397181	0	0	0	0	0.055	0.049	0.500	0.063	0.523
APOC1	C3	9606.ENSP00000465356	9606.ENSP00000245907	0	0	0	0	0.191	0	0	0.325	0.431
APOC1	APOE	9606.ENSP00000465356	9606.ENSP00000252486	0	0	0	0	0.816	0	0.720	0.996	0.999
APOC1	COL1A2	9606.ENSP00000465356	9606.ENSP00000297268	0	0	0	0	0.058	0	0	0.407	0.417
APOC1	COL3A1	9606.ENSP00000465356	9606.ENSP00000304408	0	0	0	0	0.056	0	0	0.410	0.419
APOC1	APOD	9606.ENSP00000465356	9606.ENSP00000345179	0	0	0	0	0.112	0	0	0.843	0.854
APOC1	FN1	9606.ENSP00000465356	9606.ENSP00000346839	0	0	0	0	0.081	0	0	0.463	0.485
APOC1	COL5A1	9606.ENSP00000465356	9606.ENSP00000360882	0	0	0	0	0.047	0	0	0.404	0.407
APOC1	TREM2	9606.ENSP00000465356	9606.ENSP00000362205	0	0	0	0	0.243	0	0	0.399	0.525
APOC1	SERPINA1	9606.ENSP00000465356	9606.ENSP00000416066	0	0	0	0	0.417	0	0	0.603	0.758
APOD	APOE	9606.ENSP00000345179	9606.ENSP00000252486	0	0	0	0	0.109	0	0	0.932	0.936
APOD	MMP7	9606.ENSP00000345179	9606.ENSP00000260227	0	0	0	0	0.060	0	0	0.458	0.468
APOD	CP	9606.ENSP00000345179	9606.ENSP00000264613	0	0	0	0	0.079	0	0	0.414	0.438
APOD	SERPINA1	9606.ENSP00000345179	9606.ENSP00000416066	0	0	0	0	0.053	0	0	0.417	0.424
APOD	C4BPA	9606.ENSP00000345179	9606.ENSP00000356037	0	0	0	0	0	0	0	0.527	0.527
APOD	FN1	9606.ENSP00000345179	9606.ENSP00000346839	0	0	0	0	0	0	0	0.674	0.674
APOE	TIMP1	9606.ENSP00000252486	9606.ENSP00000218388	0	0	0	0	0.050	0	0	0.472	0.476
APOE	PLAT	9606.ENSP00000252486	9606.ENSP00000220809	0	0	0	0	0.044	0	0	0.638	0.639
APOE	SERPINE1	9606.ENSP00000252486	9606.ENSP00000223095	0	0	0	0	0.081	0	0	0.583	0.601
APOE	COL1A1	9606.ENSP00000252486	9606.ENSP00000225964	0	0	0	0	0.063	0	0	0.539	0.549
APOE	MGP	9606.ENSP00000252486	9606.ENSP00000228938	0	0	0	0	0.064	0	0	0.440	0.454
APOE	LOX	9606.ENSP00000252486	9606.ENSP00000231004	0	0	0	0	0	0.062	0	0.443	0.455
APOE	SPARC	9606.ENSP00000252486	9606.ENSP00000231061	0	0	0	0	0.148	0	0	0.324	0.400
APOE	TREM1	9606.ENSP00000252486	9606.ENSP00000244709	0	0	0	0	0	0.292	0	0.297	0.480
APOE	C3	9606.ENSP00000252486	9606.ENSP00000245907	0	0	0	0	0.196	0	0	0.681	0.732
APOE	FBN1	9606.ENSP00000252486	9606.ENSP00000325527	0	0	0	0	0.057	0.062	0	0.395	0.418
APOE	FCGR3B	9606.ENSP00000252486	9606.ENSP00000433642	0	0	0	0	0.069	0	0	0.403	0.421
APOE	SERPINF1	9606.ENSP00000252486	9606.ENSP00000254722	0	0	0	0	0.192	0	0	0.348	0.451
APOE	COL4A2	9606.ENSP00000252486	9606.ENSP00000353654	0	0	0	0	0.073	0	0	0.437	0.455
APOE	COL5A1	9606.ENSP00000252486	9606.ENSP00000360882	0	0	0	0	0.049	0	0	0.465	0.469
APOE	CD14	9606.ENSP00000252486	9606.ENSP00000385519	0	0	0	0	0.164	0	0	0.409	0.485
APOE	S100A6	9606.ENSP00000252486	9606.ENSP00000357709	0	0	0	0	0	0.052	0	0.496	0.501
APOE	C4BPA	9606.ENSP00000252486	9606.ENSP00000356037	0	0	0	0	0.087	0.059	0	0.473	0.508
APOE	MDK	9606.ENSP00000252486	9606.ENSP00000385451	0	0	0	0	0.078	0	0	0.489	0.509
APOE	IL1RN	9606.ENSP00000252486	9606.ENSP00000259206	0	0	0	0	0.042	0	0	0.509	0.509
APOE	CHI3L1	9606.ENSP00000252486	9606.ENSP00000255409	0	0	0	0	0.120	0	0	0.475	0.518
APOE	LOXL1	9606.ENSP00000252486	9606.ENSP00000261921	0	0	0	0	0.050	0.062	0	0.507	0.522
APOE	TAGLN	9606.ENSP00000252486	9606.ENSP00000376678	0	0	0	0	0.080	0	0	0.512	0.532
APOE	F3	9606.ENSP00000252486	9606.ENSP00000334145	0	0	0	0	0	0	0	0.534	0.534
APOE	CH25H	9606.ENSP00000252486	9606.ENSP00000360918	0	0	0	0	0.067	0	0	0.530	0.542
APOE	LIPG	9606.ENSP00000252486	9606.ENSP00000261292	0	0	0	0	0	0	0	0.542	0.542
APOE	TLR2	9606.ENSP00000252486	9606.ENSP00000260010	0	0	0	0	0.044	0	0	0.542	0.543
APOE	THY1	9606.ENSP00000252486	9606.ENSP00000284240	0	0	0	0	0.120	0	0	0.505	0.545
APOE	TIMP3	9606.ENSP00000252486	9606.ENSP00000266085	0	0	0	0	0.080	0	0	0.526	0.545
APOE	IL18	9606.ENSP00000252486	9606.ENSP00000280357	0	0	0	0	0.044	0	0	0.548	0.549
APOE	COL3A1	9606.ENSP00000252486	9606.ENSP00000304408	0	0	0	0	0.056	0	0	0.543	0.550
APOE	EPHX2	9606.ENSP00000252486	9606.ENSP00000430269	0	0	0	0	0.101	0	0	0.527	0.556
APOE	CFI	9606.ENSP00000252486	9606.ENSP00000378131	0	0	0	0	0.068	0	0	0.545	0.557
APOE	PLAU	9606.ENSP00000252486	9606.ENSP00000361850	0	0	0	0	0.058	0	0	0.551	0.558
APOE	NOX4	9606.ENSP00000252486	9606.ENSP00000263317	0	0	0	0	0.044	0	0	0.560	0.562
APOE	THBS2	9606.ENSP00000252486	9606.ENSP00000355751	0	0	0	0	0.098	0.062	0	0.526	0.564
APOE	SPON1	9606.ENSP00000252486	9606.ENSP00000460236	0	0	0	0	0.048	0	0	0.572	0.575
APOE	PXDN	9606.ENSP00000252486	9606.ENSP00000252804	0	0	0	0	0.060	0	0	0.603	0.611
APOE	PDGFRB	9606.ENSP00000252486	9606.ENSP00000261799	0	0	0	0	0.070	0	0	0.609	0.620
APOE	TGFBI	9606.ENSP00000252486	9606.ENSP00000416330	0	0	0	0	0.101	0	0.500	0.246	0.631
APOE	GPNMB	9606.ENSP00000252486	9606.ENSP00000371420	0	0	0	0	0.253	0	0	0.541	0.643
APOE	CP	9606.ENSP00000252486	9606.ENSP00000264613	0	0	0	0	0.072	0	0	0.637	0.648
APOE	OLR1	9606.ENSP00000252486	9606.ENSP00000309124	0	0	0	0	0.063	0.059	0	0.660	0.674
APOE	CXCL8	9606.ENSP00000252486	9606.ENSP00000306512	0	0	0	0	0.067	0	0	0.674	0.683
APOE	ITGAM	9606.ENSP00000252486	9606.ENSP00000496959	0	0	0	0	0.066	0.292	0	0.582	0.699
APOE	CTSB	9606.ENSP00000252486	9606.ENSP00000345672	0	0	0	0	0.148	0.063	0	0.654	0.699
APOE	CFB	9606.ENSP00000252486	9606.ENSP00000416561	0	0	0	0	0.130	0	0	0.670	0.700
APOE	FN1	9606.ENSP00000252486	9606.ENSP00000346839	0	0	0	0	0.081	0.045	0	0.699	0.712
APOE	MMP10	9606.ENSP00000252486	9606.ENSP00000279441	0	0	0	0	0.056	0.507	0	0.439	0.716
APOE	BGN	9606.ENSP00000252486	9606.ENSP00000327336	0	0	0	0	0.178	0	0	0.677	0.723
APOE	SERPINA1	9606.ENSP00000252486	9606.ENSP00000416066	0	0	0	0	0.118	0	0	0.762	0.781
APOE	CFH	9606.ENSP00000252486	9606.ENSP00000356399	0	0	0	0	0.103	0.292	0	0.940	0.958
APOE	TREM2	9606.ENSP00000252486	9606.ENSP00000362205	0	0	0	0	0.181	0.584	0	0.994	0.997
ARL4C	CTSK	9606.ENSP00000339754	9606.ENSP00000271651	0	0	0	0	0.105	0.045	0	0.552	0.584
ARL4C	RAP2B	9606.ENSP00000339754	9606.ENSP00000319096	0	0	0	0	0.155	0	0	0.325	0.405
ARNTL2	SERPINE1	9606.ENSP00000266503	9606.ENSP00000223095	0	0	0	0	0.063	0	0.750	0.246	0.807
ARNTL2	BHLHE40	9606.ENSP00000266503	9606.ENSP00000256495	0	0	0	0	0	0.089	0	0.683	0.699
ARNTL2	SLC25A45	9606.ENSP00000266503	9606.ENSP00000381782	0	0	0	0	0	0	0	0.469	0.469
ARPC1B	FCGR1A	9606.ENSP00000389631	9606.ENSP00000358165	0	0	0	0	0.060	0	0.400	0	0.411
ASPN	DCN	9606.ENSP00000364694	9606.ENSP00000052754	0	0	0.067	0.943	0.430	0	0	0.092	0.476
ASPN	COMP	9606.ENSP00000364694	9606.ENSP00000222271	0	0	0	0	0.360	0.099	0	0.320	0.573
ASPN	LAMB1	9606.ENSP00000364694	9606.ENSP00000222399	0	0	0	0	0.082	0	0	0.390	0.416
ASPN	COL1A1	9606.ENSP00000364694	9606.ENSP00000225964	0	0	0	0	0.265	0.091	0	0.613	0.719
ASPN	LOX	9606.ENSP00000364694	9606.ENSP00000231004	0	0	0	0	0.141	0.099	0	0.292	0.404
ASPN	TNFAIP6	9606.ENSP00000364694	9606.ENSP00000243347	0	0	0	0	0.096	0	0	0.462	0.493
ASPN	COL8A1	9606.ENSP00000364694	9606.ENSP00000261037	0	0	0	0	0.156	0.091	0	0.302	0.418
ASPN	PDGFRB	9606.ENSP00000364694	9606.ENSP00000261799	0	0	0	0	0.139	0.067	0	0.426	0.498
